,Unnamed: 0,Theme,id,Title,Artist,Album,Lyric,E,I,S,N,F,T,P,J,theme_E,theme_I,theme_S,theme_N,theme_F,theme_T,theme_P,theme_J
10,10,신나는,2667504,잘자요 굿나잇,B1A4,IGNITION (SPECIAL EDITION),그래요 오늘은 먼저 자요.그대 잠들면 나도 잘게요..전화를 끊고 화려한 옷을 입고 .나갈 준비를 하죠.아무도 모르게 whoo~..tonight 오늘 하루만 그댈 속일게.tonight 오늘이 지나면 돌아갈게.tonight 가끔 어색하게도 느껴도 .알아도 좀 넘어가 주겠니..baby good night.잘자요 good night.그럼 난 dancing dancing dancing in the moonlight..워어어우 워어~.워어어우 워어~.머리 속에 오늘 그대가 없네요..baby good night.잘자요 good night.그럼 난 dancing dancing dancing in the moonlight..워어어우 워어~.워어어우 워어~.미안해요 오늘 그대가 없네요..oh 자정이 다 돼서 나갈 채비.그대는 아직도 모를 테지.문자 하날 남겨 “잘자 자기야 내일봐”.근데 이 찝찝한 기분은 뭘까.에라 몰라 그냥 나가자.오늘 또 moonlight.불타는 이 밤 good night..tonight 오늘 하루만 그댈 속일게.tonight 오늘이 지나면 돌아갈게.tonight 가끔 답이 없어도 늦어도 .미워도 좀 넘어가 주겠니..baby good night.잘자요 good night.그럼 난 dancing dancing dancing in the moonlight..워어어우 워어~.워어어우 워어~.머리 속에 오늘 그대가 없네요..baby good night.잘자요 good night.그럼 난 dancing dancing dancing in the moonlight..워어어우 워어~.워어어우 워어~.미안해요 오늘 그대가 없네요..이유 없는 떨림에 내 가슴만 두근.니가 보고 싶다던 생각은 오늘도 퇴근.but 오늘은 바쁜 몸.나는 참 나쁜 놈.가끔은 이렇게 놀아도 돼.넌 내일 쯤에 찾아 가면 되니까(sorry~)..baby good night.잘자요 good night.그럼 난 dancing dancing dancing in the moonlight..워어어우 워어~.워어어우 워어~.머리 속에 오늘 그대가 없네요..baby good night.잘자요 good night.그럼 난 dancing dancing dancing in the moonlight..워어어우 워어~.워어어우 워어~.미안해요 오늘 그대가 없네요..good night 우워어어우 워어~.good night 우워어어우 워어~.good night 우워어어우 워어~..미안해요 오늘 그대가 없네요.미안해요 오늘 그대가 없네요.미안해요 오늘 그대가 없네요...,0.009960773554444313,0.05460935492515564,0.03151803016662598,-0.013706560838222503,0.12156963348388672,0.06809745728969574,-0.011298486342032751,-0.0558796226978302,1,-1,0,0,1,-1,1,-1
11,11,일렉트로닉,83264,텅 빈 거리에서,015B,공일오비,내곁에 머물러줘요 말을 했지만 .수많은 아픔만을 남긴채 .떠나간 그대를 잊을 수는 없어요 .기나긴 세월이 흘러도.싸늘한 밤 바람 속에 그대 그리워 .수화기를 들어 보지만 .또다시 끓어 버리는 여린 가슴을.그댄이제 알수 있나요.유리창 사이로 비치는 초라한 모습은 .오늘도 변함없지만.오늘은 꼭 듣고만 싶어 그대의 목소리.나에게 다짐을 하며.떨리는 수화기를 들고 너를 사랑해.눈물을 흘리며 말해도 .아무도 대답하지 않고 야윈 두손에. 외로운 동전 두개뿐.,0.09948306378424168,0.18583909381628036,0.09546064138412476,0.016543571245670317,0.23037143548329672,0.15408211946487427,0.0514070987701416,-0.018737010657787323,1,-1,-1,1,-1,1,0,0
12,12,여름,32031563,So Much More To Me (feat. Jay Moon),Suwon Yim(임수원),Hide and Seek,따스하게 내리비추는 햇살이 기분.좋은 어느 날 오후에.바람을 타고 간질거리는 여름 풀.내음이 저물어 갈 즈음에.혼자서 걷던 날.지쳐가던 그날의 나를 잡고.너와 발맞출 수 있게 된 건.넌 어떨지 모르지만 You mean so.Much more to me.So baby tell me where the love begins.Can we see it through our inner eyes?.Ain't about those silly O's and X's.I don't even wonder question why.Come listen how my heart sings.Like every breath that I take everytime.You mean so much more to me.매일 눈 뜸이 기대되는.기분을 과연 넌 알까.그저 곁에 있어줌에.힘이 되는 그대라는 것을 넌 알까.Baby I.I just gotta say more than 'i love you'.마치 매일 쉬는 숨처럼 Baby you mean so.Much more to me,0.07874664102196693,0.17270131890177726,0.03569326400756836,0.018203882537595927,0.14060679078102112,0.05366959422826767,-0.018132969737052917,-0.07820783058802287,1,-1,1,-1,1,-1,0,0
13,13,봄,32181834,같이 걸을까 (More Days with You),SUPER JUNIOR (슈퍼주니어),The Renaissance - The 10th Album,한 발 또 한 발 걸어갈 때마다.하얀 카펫은 아닐 테지만.Just walk with me Girl.어떤 길보단 같은 길을 갈 테니까 Yeah.수많은 계절을 지나쳐 온 사이.서로 눈빛은 더 깊어졌지만.익숙함이란 감정에 한 뼘 다가가.더 물끄러미 바라보면 그 속엔 언제나.You Only you 왔던 길보다.걸어갈 길이 훨씬 많잖아.Sing it like you 첫 맘 그대로.너를 불러 또 한 번 I do.Do you? 말해줘 Do you?.내 맘은 변함없이 늘 그때와 같아.이 길 끝에서 대답해 줘 더 가볼까.한 치 앞도 떨리며 나 내딛지만.저 문을 나선 그곳의 우릴 그려.한 걸음이 버거울 때면.이만큼 온 우릴 돌아봐.눈부실 만큼만 짙은 행복 사이.문득 아픔도 섞여 있겠지만.한발 멀리서 한눈에 다 담아보면.전부 한 폭의 그림이 돼 그 속엔 언제나.You Only you 왔던 길보다.걸어갈 길이 훨씬 많잖아.Sing it like you 첫 맘 그대로.너를 불러 또 한 번 I do.Do you? 말해줘 Do you?.내 맘은 변함없이 늘 그때와 같아.이 길 끝에서 대답해 줘 더 가볼까.너와 같이 눈앞에 펼친.긴 축복 속을 향해 걸어.문을 나설 때 서로의 곁에.지금처럼만 너와 나 나란히.Sing it like you.Sing it like you.그 어떤 눈물 없이 (늘 웃음만 가득히).꼭 이대로 영원히 내 곁엔 언제나.You Only you 왔던 길보다.걸어갈 길이 훨씬 많잖아.Sing it like you 첫 맘 그대로.너를 불러 또 한 번 I do.Do you? 말해줘 Do you?.내 맘은 변함없이 늘 그때와 같아.이 길 끝에서 대답해 줘 더 가볼까.Tell me Do you?,0.0680871564567089,0.13137702528834344,0.08276243805885315,-0.006074894624948502,0.16814720630645752,0.101080521941185,0.03516537696123123,-0.0014709184567133586,0,0,1,-1,1,-1,0,0
14,14,신나는,4714592,불타오르네 (FIRE),방탄소년단,화양연화 Young Forever,불타오르네.Fire.Fire.Fire.Fire.When I wake up in my room .난 뭣도 없지.해가 지고 난 후 비틀대며 걷지.다 만신창이로 취했어 취했어.막 욕해 길에서 길에서.나 맛이 갔지 미친놈 같지.다 엉망진창 livin' like 삐이.니 멋대로 살어 어차피 니 꺼야.애쓰지 좀 말어 져도 괜찮아.Errbody say La la la la la .(La la la la la).Say La la la la la (La la la la la).손을 들어 소리질러 Burn it up.불타오르네.싹 다 불태워라 Bow wow wow.싹 다 불태워라 Bow wow wow .Hey burn it up.전부 다 태울 것 같이.Hey turn it up.새벽이 다 갈 때까지.그냥 살아도 돼 우린 젊기에.그 말하는 넌 뭔 수저길래.수저수저 거려 난 사람인데.(So what).니 멋대로 살어 어차피 니 꺼야.애쓰지 좀 말어 져도 괜찮아.Errbody say La la la la la (La la la la la).Say La la la la la (La la la la la).손을 들어 소리질러 Burn it up.불타오르네.싹 다 불태워라 Bow wow wow.싹 다 불태워라 Bow wow wow.(Fire) 겁 많은 자여 여기로.(Fire) 괴로운 자여 여기로.(Fire) 맨주먹을 들고 All night long.(Fire) 진군하는 발걸음으로.(Fire) 뛰어봐 미쳐버려 다.싹 다 불태워라 Bow wow wow.싹 다 불태워라 Bow wow wow.Fire .Fire .싹 다 불태워라 Bow wow wow.Fire .Fire .싹 다 불태워라 Bow wow wow.용서해줄게,0.007206672024726868,0.06016463671326637,0.04753522872924805,-0.021494064140319825,0.130659818649292,0.07682624459266663,0.015762584904829662,-0.026727095246315002,1,-1,0,0,1,-1,1,-1
15,15,여름,2939385,바다,수상한 커튼,아름다운 날,알고있나요 매일 이곳에 앉아.그리움에 묻혀 그대 닮은 저 바다.하염없이 그댈 기다려..듣고있나요 매일 기도해.그리움에 묻혀 그대 닮은 저 바다.하염없이 그댈 기다려..숨쉴 수 없이 보고 싶어도.그럴수록 웃어 그대가 오며는.그댈 향해 한껏 웃을래..알고있나요 매일 이곳에 앉아.그리움에 묻혀 그대 닮은 저 바다.하염없이 그댈 기다려..숨쉴 수 없이 보고 싶어도.그럴수록 웃어 그대가 오며는.그댈 향해 한껏 웃을래..숨쉴 수 없이 보고 싶어도.그럴수록 웃어 그대가 오며는.그댈 향해 한껏 웃을래..그댈 향해 한껏 웃을래.,0.03905299637913704,0.1332073118209839,0.04571092128753662,-0.03335136513710022,0.14246718088785806,0.06509491801261902,0.03457974145809809,-0.03179594874382019,1,-1,1,-1,1,-1,0,0
16,16,신나는,31935643,Lazy Lovers,하성운,Twilight Zone,햇살 눈 부신 느지막이.소란한 City 아침은 Skip.어제의 Champagne 녹아든 Ice.난 지금 Chocolate보다 달콤하잖아.영화 속의 주인공처럼.오늘은 나른해도 괜찮아.감긴 눈 난 그저 Don't wanna move.지겹던 하루를 넘어서.또 너는 내 곁에 와 있고.It's cool 구름 위를 걷는 기분.Let's be lazy lover.익숙해 뭘 해도 괜찮아.Just lazy lover.내일은 생각하지 마.Come closer 좀 더.다가와 버린 이 순간.Just lazy lover.이대로 멈춰줘 Lazy love.I wanna be lazy with you.스며든 여유 커피 한 잔 (Will you drink?).창밖을 열어보니 like a Paradise.철이 없던 어린애처럼.가끔은 이럴 때도 있잖아.I'm so loose.난 그저 게으른 Groove (Lazy groove).답답한 하루 끝에서.또 너는 내 곁을 지키고.It's cool 하늘을 나는 기분.Let's be lazy lover.익숙해 뭘 해도 괜찮아.Just lazy lover.내일은 생각하지 마.Come closer 좀 더.다가와 버린 이 순간.Just lazy lover.이대로 멈춰줘 Lazy love.Just stop it now.이대로 기다려줘.I wanna be lazy with you.I wanna be lazy with you.Wanna be lazy lovers Wanna be lazy lovers.Wanna be lazy lovers with you.Wanna be lazy lovers Wanna be lazy lovers.Wanna be lazy lovers with you with you.Let's be lazy lover.익숙해 뭘 해도 괜찮아.Just lazy lover.내일은 생각하지 마.Come closer 좀 더.다가와 버린 이 순간.Just lazy lover.이대로 멈춰줘 Lazy love.이대로 멈춰줘 Lazy love.I wanna be lazy with you.I wanna be lazy with you.Wanna be Wanna be lazy with you.Oh That's what I do.Wanna be lazy with you.Oh No,0.07531895447969436,0.15566853840351105,0.08298052549362182,0.006434750151634217,0.15606096386909485,0.07991024851799011,0.026120270291964214,-0.027365187803904217,1,-1,0,0,1,-1,1,-1
17,17,봄,30989671,Like you,Creed,Like you,눈을 떠 까만 방에서.몇 시인진 잘 모르겠어.몇 분째 멍하니 벽을 쳐다봐.너 없는 난 시간이 너무나 많아.그 많은 시간은 너무 무거워.앞으로 잘 가질 않아.요즘 난 이렇게 살고 있는데.넌 어떻게 살고 있는지 궁금해.오랜만에 본 인스타그램 속.환하게 웃는 네 모습에.아무렇지 않은 네가 난 너무 부러워.Like you 환하게 웃고 싶어.아무 일 없던 것처럼.오늘만이라도 잠시뿐이라도.Like you like you 너처럼.Like you I want to be like you.넌 나와에 추억이.기억이 됐겠지.아무렇지 않은 듯 쉽게 웃을 수 있으니.Oh 난 아직 아닌가 봐.쉽게 웃진 못 할 것 같아.깊어가는 이 밤이 난 무서워.이젠 난 네가 보고 싶지 않아.다신 널 마주치고 싶지 않아.난 비워진 너에 자리가.쉽게 채워지지가 않아.난 지워진 너에 향기가.잊히지가 않아 힘들 뿐이야.Like you 환하게 웃고 싶어.아무 일 없던 것처럼.오늘만이라도 잠시뿐이라도.Like you like you 너처럼.Like you I want to be like you.오늘도 한없이 네가 그리워지는 이 밤.난 네가 되고 싶어.몸부림치는 내가 싫어 oh 난.Like you 환하게 웃고 싶어.아무 일 없던 것처럼.오늘만이라도 잠시뿐이라도.Like you like you 너처럼.Like you I want to be like you,0.07854088150411845,0.1438535179615021,0.07124183177947999,-0.023103068429231644,0.16391978661219278,0.09323252737522125,0.005032435059547424,0.002415326734383901,0,0,1,-1,1,-1,0,0
18,18,여름,1558982,가지마 가지마,브라운 아이즈(Brown Eyes),Two Things Needed For The Same Purpose And 5 Objets,우리 함께했던 날들 그 기억들만 남아.너를 지워야만 내가 살 수 있을까.우리 함께했던 날들 자꾸만 너 떠올라.너를 보내야만 내가 살 수 있을까..(가지마) 떠나지마 제발.(가지마) 사랑하잖아.(가지마) 나 혼자 남겨두고.(제발 제발 제발) 가지마 가지마 가지마..아직 너를 위해 바보처럼 살아가는데.너는 어디에 네가 필요한데.Oh baby 내 사람아 .이제 그만 내게 돌아와줘.장난처럼 그렇게 돌아와..항상 너만을 위해서 살아가고 싶지만.때론 그 사랑마저도 힘이 들잖아..(가지마) 떠나지마 제발.(가지마) 사랑하잖아.(가지마) 나 혼자 남겨두고.(제발 제발 제발) 가지마 가지마 가지마..아직 너를 위해 바보처럼 살아가는데.너는 어디에 네가 필요한데.Oh baby 내 사람아 .이제 그만 내게 돌아와줘.장난처럼 그렇게 돌아와..아프고 아플만큼 지치고 지칠만큼.지워봐도 참아봐도 네가 떠올라.너도 나처럼 아프잖아 .너도 나처럼 힘들잖아.돌아와 내게로 잊지 못할 내 사람아..아직 너를 위해 바보처럼 살아가는데.너는 어디에 네가 필요한데.Oh baby 내 사람아 .이제 그만 내게 돌아와줘.장난처럼 그렇게..Oh baby 내 사람아 .이제 그만 내게 돌아와줘.그때처럼 그렇게 돌아와.,0.06094297856539488,0.08590765443146228,-0.003257310390472412,-0.02007983032166958,0.12679243087768555,0.03129443898797035,-0.08094760775566101,-0.03612411767244339,1,-1,1,-1,1,-1,0,0
19,19,여름,31752316,소리로 기억되는  순간,수상한 커튼,우리의 만춘,늦은 오후의 따스한 빛.겨울 어느 밤 서성이는.한여름 바다에 출렁이듯 웃음 웃음.이대로 그냥 이대로.타닥 나무가 타는 소리.가을밤 풀벌레 우는 소리.어두운 밤하늘 아래 시시콜콜한 얘기.지금 끝나지 않았으면.긴 밤 걷고 걷다 멈춘 언덕길에.봄밤 꽃잎이 떨어지는 나무 아래.그때 잊혀지지 않는 순간의 기억이 내려.밤하늘 아래 우리.긴 밤 걷고 걷다 멈춘 언덕길에.봄밤 꽃잎이 떨어지는 나무 아래.그때 잊혀지지 않는 순간의 기억이 내려.밤하늘 아래 우리.늦은 오후의 따스한 빛.겨울 어느 밤 서성이는.타닥 나무가 타는 소리.가을밤 풀벌레 우는 소리,0.11081002537608146,0.23890519548654554,0.05659782886505127,0.023396082934737206,0.12762563427289328,0.038944363594055176,0.03427504748106003,-0.034352963169415794,1,-1,1,-1,1,-1,0,0
20,20,여름,4754533,리본(Ribbon),비스트(Beast),Highlight,단단했던 매듭이 결국엔 풀려버리고 마네요.설마 했던 이별이 가까이 다가와 버렸네요 정말로.아마도 지금 이 순간이 가장 힘든 순간이에요 내겐.걱정 말아요 그래도 그대 원망하진 않아요..모든 걸 잃어도 돌릴 수 없고 소중한 걸 지킬 수조차 없는.초라한 내 모습 뗄 수 없는 입술이 그댈 잡을 수 없게 하죠 ..난 다시 한 번 풀려버린 우리를 예쁘게 묶고 싶어.있는 힘껏 서로를 당기며 사랑을 매듭지을 수 있게..Tie up a ribbon 절대 풀리지 않게 .Tie up a ribbon 서로를 놓을 수 없게.아직 늦은 게 아니라면 너도 나와 같을 수 있다면.받아들이는 게 아냐 내 뜻대로 할 수 있는 건.지금처럼 질질 짜거나 취한 채로 널 향해 걷는 거.아주 가끔씩 꿈에 찾아온 널 반갑게 맞아주는 거.아무렇지 않은 척 괜찮다며 웃어주는 것뿐이야 Baby.맞아 좋은 남잔 아니었어 나는 너에게.언제나 부족한 사람이었기에.지금처럼 노래 부르는 것도 부담이라면 미안해..전부를 버려도 바꿀 수 없고 싫어도 빼앗길 수밖에 없는.초라한 내 모습 뗄 수 없는 입술이 그댈 잡을 수 없게 하죠 ..난 다시 한 번 풀려버린 우리를 예쁘게 묶고 싶어.있는 힘껏 서로를 당기며 사랑을 매듭지을 수 있게..Tie up a ribbon 절대 풀리지 않게 .Tie up a ribbon 서로를 놓을 수 없게.아직 늦은 게 아니라면 너도 나와 같을 수 있다면..너무 아름답게 또 당연한 듯이 내 곁에 머물러준 너.그래서 가까이 와버린 이별조차 알아채지 못한 걸까.이렇게 쉽게 끝나버린 만큼 그리움도 쉽게 지울 순 없을까.언제쯤이면 나는 널 웃으며 떠올릴 수 있을까..난 다시 한 번 풀려버린 우리를 예쁘게 묶고 싶어.있는 힘껏 서로를 당기며 다시 널 사랑할 수 있게..Tie up a ribbon 절대 풀리지 않게 .Tie up a ribbon 서로를 놓을 수 없게.아직 늦은 게 아니라면 너도 나와 같을 수 있다면..Tie up a ribbon,0.09962565485835076,0.192965811085701,0.12575534582138062,0.006707498770952225,0.2533291180928548,0.18974705040454865,0.08074180285135905,0.0739459494749705,1,-1,1,-1,1,-1,0,0
21,21,봄,6090358,너 없인 내가 아냐,WH3N(웬),너 없인 내가 아냐,그대의 연인인 채로.아직 난 멈춰 서있어.그대의 사랑인 채로.이미 난 익숙해져 있어..누가 날 일으켜 세우나.그대 내 곁에 없다면 난. .너 없인 내가 아냐.결코 난.너 없인 내가 아냐.결국 난 난 널 원해. .따뜻한 그대 품으로.영원히 안겨있다면.지옥에 떨어진대도.모든 걸 이겨낼 수 있어. .누가 날 구하러 와주나.그대 내 곁에 없다면 난. .너 없인 내가 아냐.결코 난.너 없인 내가 아냐.결국 난 난 널 원해..나 이대로라면.정말 무너질 텐데.날 알아보던.너의 눈빛이 그 시선이 .더 간절히 나 너무 그리워..너 없인 내가 아냐.결코 난.너 없인 내가 아냐.결국 난 난 널 원해,0.030611277152597906,0.10328551862835884,0.0769493043422699,0.0042734972804784775,0.18195879459381104,0.13743457198143005,-0.013995103538036346,-0.00922786071896553,0,0,1,-1,1,-1,0,0
22,22,여름,32037403,뉴닉송 2020 (With 요조),뉴닉,2020 NEWNEEK 2nd Birthday,뉴닉 뉴닉 뉴닉.뉴닉 뉴닉 뉴닉.뉴닉 뉴닉 뉴닉 (Ha).뉴닉 뉴닉 뉴닉.뉴닉 뉴닉 뉴닉.뉴닉 뉴닉 뉴닉.고슴아 나는 매일 매일 네 덕분에.어려운 세상을 무서워하지 않고.다정하고 용감해지고 있단다.부드럽고 날카로운 너의 가시처럼.뉴닉 뉴닉 뉴닉.뉴닉 뉴닉 뉴닉.뉴닉 뉴닉 뉴닉 (Ha).뉴닉 뉴닉 뉴닉.뉴닉 뉴닉 뉴닉.뉴닉 뉴닉 뉴닉.너는 나의 친구.언제까지나 세상의 이야기 내 눈에 들려줘.너의 목소리로 보여주는 끝없는 세계.모두 다 알고 싶어,0.03664497524946928,-0.023409761893749235,-0.07279342412948608,-0.011182892727851867,-0.07568185031414032,-0.057330239564180374,-0.11401716868082683,-0.16337845722834268,1,-1,1,-1,1,-1,0,0
23,23,신나는,3599756,Touch My Body,씨스타(Sistar),TOUCH N MOVE,Touch my body Body.Touch my body Body.Touch my body Body.Touch my body ..I know you want it 넌 내 곁으로 와.내가 준비한 wine 달콤한 chocolate chocolate.좀 부드럽고 때론 뜨거워지는 너만을 위한 my pool.na na na na na na ..빨개진 너의 두 눈에 비친 내 모습.운전은 니가 해 그저 내 두 손은 하늘위로 .Yeh baby dancing with me you're my star..Touch my body 우린 조금씩 빠르게.Oh everybody 푸른 하늘 보다 높이 .지금 이 리듬이 좋아 뜨거운 태양아래 너와나 .My body body Touch ma body..Baby so good 지금 기분은 paradise.Baby so nice 우리 둘만의 summer night.조금씩 one step two step 달빛 아래 너와나 .My body body Touch ma body..Touch my body Body.Touch my body Body.Touch my body Body.Touch my body..하나 둘씩 밝혀지는 니 맘 속안에 촛불 .힘이 들 땐 조금 쉬었다가요 여기 red pool .내 입술이 좋아 아님 내 body가 좋아 .솔직히 말해 여기 여기 여기 아님 저기 저기 저기..나밖에 없다고 지금 내게 말해줘 .부끄럽게 자꾸 보지 말고 계속 날 안아줘 .날 사랑한다 말해줘 ..Touch my body 우린 조금씩 빠르게.Oh everybody 푸른 하늘 보다 높이 .지금 이 리듬이 좋아 뜨거운 태양아래 너와나 .My body body Touch ma body..Baby so good 지금 기분은 paradise.Baby so nice 우리 둘만의 summer night.조금씩 one step two step 달빛 아래 너와나 .My body body Touch ma body..Touch my body my body my body my body my body..너와 함께 있는 지금 Tonight.둘이 함께 보는 저 별들 .어느 누구보다 행복해 ..너와 함께 있는 지금 Tonight.둘이 함께 보는 저 별들 .어느 누구보다 행복해 Touch ma body.,0.11298991047292947,0.1980670671582222,0.12452818155288696,0.017037098449468612,0.21765228112538657,0.1456056386232376,0.061951021353403725,0.04068087041378021,1,-1,0,0,1,-1,1,-1
24,24,여름,2353493,안되는데,포맨 (4MEN),The Artist,정말 모자랐던 사람 니가 만나서.정말 힘들었던 사람 니가 만나서.내가 아무것도 해준 것도 없어서.이렇게 너를 보낼 자신이 없어..안되는데 너 없이 사는 일 너 없으면 죽을 것 같은데.안되는데 나 안되는데 너 없음 죽을 것 같은데.너 없인 못살 것 같은데 어떻게 살아..내겐 미안했던 날이 너무 많아서.정말 죽을만큼 후회스러웠는데.정말 행복했던 추억만 주고 싶었는데.우리 사랑이 아깝지도 않니..안되는데 너 없이 사는 일 너 없으면 죽을 것 같은데.안되는데 나 안되는데 너 없음 죽을 것 같은데.너 없인 못살 것 같은데 어떻게 살아..그때는 몰랐었는데 니가 얼마나 사랑해 줬는지.차라리 이럴거면 진작에 가버리지.왜 자꾸 내 눈엔 지워지질 않는지.그냥 멀쩡하게 살고 싶은데 그게 안돼..안되는데 너 없이 사는 일 너 없으면 죽을 것 같은데.안되는데 나 안되는데 너 없음 죽을 것 같은데.너 없음 죽을 것 같은데 나 어떻게 살아,0.03127586205005646,0.10144966725707054,0.06285831332206726,-0.020717482674121858,0.21087348461151123,0.16465163230895996,0.01869972050189972,0.0067121659715970354,1,-1,1,-1,1,-1,0,0
25,25,여름,3511610,여름밤의 꿈,아이유(IU),꽃갈피,조용한 밤하늘에.아름다운 별빛이.멀리 있는 창가에도.소리 없이 비추고.한낮의 기억들은.어디론가 사라져.꿈을 꾸듯 밤하늘만.바라보고 있어요.부드러운 노랫소리에.내 마음은 아이처럼.파란 추억의 바다로.뛰어가고 있네요.깊은 밤 아름다운 그 시간은.이렇게 찾아와.마음을 물들이고.영원한 여름밤의 꿈을.기억하고 있어요..부드러운 노랫소리에.내 마음은 아이처럼.파란 추억의 바다로.뛰어가고 있네요.깊은 밤 아름다운 그 시간은.이렇게 찾아와.마음을 물들이고.영원한 여름밤의 꿈을.기억하고 있어요.다시 아침이 밝아와도.잊혀지지 않도록.,0.19890764315128326,0.28479340035915374,0.20598413944244384,0.061853504520654676,0.2571611205736796,0.17881318926811218,0.0661162535349528,0.06546665231386821,1,-1,1,-1,1,-1,0,0
26,26,여름,31312254,헤어질 시간이 정해진…,플라이 투 더 스카이,FLY TO THE SKY 3RD MINI ALBUM [I],이제는 내가 싫어졌는지.아니면 혼자 먼저.헤어질 준비를 하는지.니 맘을 알아 난.아프지 말라고 꼭 행복하라고.좋은 사람 만나 자주 좀 웃으라고.날 바라보는 두 눈에.왜 걱정하는 니 목소리가 들리는 건지.헤어질 시간이 정해진 사랑은.이렇게 아파야만 하는 건지.눈물로만 시간이 흘러가서 싫은데.멈추질 않아요.내 말 좀 들어요 내 품에 안겨서.남은 시간이 내게 허락한다면.모두 남김없이 내 안에 기억할게요.어젯밤에 나쁜 꿈을 꾼 건지.말없이 넌 내 손 꼭 잡고서 놓질 않는.겁에 질린 모습에 내 마음도 너무 아파서.헤어질 시간이 정해진 사랑은.이렇게 아파야만 하는 건지.조금만 더 그대와 함께 있고 싶은데.멈추질 않아요.내 안에 가득히 그대가 영원히.남아 있어서 나는 행복할 테니.그대를 만나서 너무나 감사해요 난.마지막 그 순간에 그대도.사랑했던 오늘을 기억할 수만 있다면.헤어질 시간이 정해진 너와 나.아플걸 알면서 시작한 사랑.울면서도 웃는 것 사랑해서 아픈 건.난 괜찮아요.내 안에 가득히 그대가 영원히.우리 사랑을 전부 기억할 테니.그대를 만나서 너무나 감사해요 난,0.12273808304667473,0.2105144973516464,0.1376538634300232,0.04160376895666122,0.2512955665588379,0.19582587480545044,0.03457602858543396,0.03304675221443176,1,-1,1,-1,1,-1,0,0
